299,92
300,133
301,120
302,164
303,76
304,144
305,114
306,113
307,179
308,124
309,8
310,95
311,92
312,151
313,26
314,98
315,116
316,7
317,194
318,74
319,40
320,105
321,113
322,183
323,143
324,197
325,78
326,115
327,186
328,90
329,17
330,44
331,94
332,72
333,59
334,136
335,63
336,140
337,39
338,176
339,82
340,15
341,178
342,118
343,169
344,155
345,108
346,147
347,66
348,6
349,100
350,177
351,150
352,189
353,160
354,146
355,86
356,90
357,82
358,159
359,109
360,160
361,106
362,23
363,45
364,0
365,130
366,24
367,58
368,54
369,157
370,194
371,64
372,4
373,158
374,29
375,149
376,185
377,172
378,184
379,140
380,131
381,168
382,32
383,132
384,135
385,21
386,198
387,35
388,35
389,146
390,110
391,84
392,100
393,14
394,197
395,0
396,46
397,167
398,159
399,169
400,75
401,116
402,32
403,167
404,166
405,73
406,5
407,156
408,28
409,11
410,91
411,112
412,127
413,100
414,187
415,99
416,92
417,116
418,161
419,178
420,163
421,117
422,183
423,60
424,168
425,145
426,20
427,63
428,7
429,145
430,6
431,79
432,150
433,13
434,62
435,181
436,9
437,196
438,170
439,196
440,40
441,136
442,29
443,73
444,51
445,158
446,51
447,53
448,58
449,63
450,187
451,129
452,157
453,45
454,21
455,193
456,76
457,64
458,58
459,153
460,136
461,70
462,150
463,101
464,106
465,195
466,142
467,136
468,180
469,176
470,164
471,190
472,134
473,187
474,105
475,65
476,159
477,157
478,182
479,116
480,175
481,51
482,16
483,55
484,50
485,75
486,144
487,129
488,15
489,54
490,178
491,5
492,35
493,37
494,146
495,93
496,130
497,45
498,73
499,4
500,181
501,198
502,44
503,195
504,152
505,181
506,173
507,52
508,97
509,32
510,185
511,2
512,181
513,78
514,153
515,48
516,87
517,117
518,190
519,80
520,101
521,90
522,112
523,136
524,19
525,71
526,150
527,26
528,79
529,162
530,173
531,148
532,71
533,167
534,46
535,110
536,68
537,20
538,166
539,76
540,7
541,178
542,181
543,145
544,197
545,43
546,30
547,26
548,168
549,68
550,31
551,71
552,142
553,49
554,122
555,84
556,99
557,74
558,136
559,90
560,90
561,139
562,120
563,84
564,114
565,169
566,133
567,55
568,23
569,199
570,48
571,9
572,72
573,19
574,140
575,188
576,117
577,54
578,183
579,64
580,116
581,163
582,66
583,10
584,25
585,64
586,73
587,39
588,193
589,173
590,193
591,144
592,117
593,167
594,62
595,191
596,93
597,87
598,167
599,171
600,7
601,83
602,94
603,18
604,189
605,65
606,78
607,97
608,30
609,71
610,7
611,107
612,198
613,119
614,59
615,73
616,125
617,98
618,16
619,196
620,31
621,34
622,97
623,178
624,54
625,73
626,117
627,113
628,145
629,86
630,0
631,189
632,55
633,95
634,98
635,119
636,11
637,195
638,172
639,183
640,52
641,164
642,108
643,36
644,157
645,154
646,186
647,153
648,54
649,75
650,195
651,155
652,44
653,88
654,25
655,135
656,178
657,145
658,183
659,75
660,113
661,88
662,49
663,45
664,71
665,46
666,19
667,173
668,188
669,110
670,151
671,51
672,25
673,119
674,145
675,154
676,135
677,193
678,183
679,75
680,103
681,160
682,139
683,97
684,119
685,194
686,104
687,86
688,120
689,79
690,170
691,116
692,53
693,119
694,1
695,142
696,195
697,103
698,124
699,164
700,17
701,108
702,9
703,54
704,128
705,111
706,52
707,148
708,101
709,64
710,97
711,197
712,66
713,75
714,19
715,50
716,161
717,125
718,168
719,114
720,165
721,108
722,106
723,117
724,180
725,153
726,152
727,143
728,51
729,96
730,0
731,166
732,11
733,93
734,17
735,84
736,45
737,197
738,77
739,138
740,55
741,87
742,146
743,74
744,21
745,101
746,18
747,45
748,25
749,19
750,10
751,14
752,74
753,142
754,109
755,97
756,185
757,179
758,178
759,39
760,78
761,107
762,125
763,107
764,190
765,129
766,13
767,107
768,108
769,57
770,168
771,191
772,196
773,108
774,199
775,61
776,48
777,67
778,162
779,12
780,58
781,192
782,76
783,60
784,53
785,57
786,48
787,80
788,34
789,37
790,52
791,6
792,94
793,125
794,195
795,99
796,110
797,181
798,121
799,92
800,185
801,58
802,147
803,129
804,32
805,168
806,175
807,23
808,156
809,178
810,55
811,66
812,192
813,117
814,171
815,89
816,29
817,43
818,87
819,40
820,106
821,155
822,89
823,143
824,27
825,151
826,113
827,178
828,89
829,144
830,47
831,182
832,134
833,58
834,90
835,27
836,79
837,60
838,143
839,150
840,136
841,166
842,29
843,171
844,110
845,141
846,9
847,150
848,169
849,37
850,104
851,155
852,121
853,155
854,146
855,6
856,51
857,171
858,76
859,114
860,168
861,42
862,134
863,154
864,145
865,89
866,54
867,15
868,23
869,147
870,31
871,18
872,86
873,193
874,51
875,173
876,169
877,125
878,74
879,68
880,99
881,9
882,77
883,40
884,43
885,57
886,78
887,82
888,81
889,112
890,58
891,153
892,44
893,57
894,184
895,60
896,45
897,134
898,138
899,163
900,78
901,171
902,56
903,180
904,48
905,23
906,89
907,2
908,195
909,38
910,139
911,43
912,19
913,61
914,70
915,90
916,119
917,2
918,180
919,188
920,29
921,143
922,25
923,83
924,122
925,81
926,99
927,8
928,44
929,35
930,1
931,78
932,131
933,85
934,126
935,127
936,54
937,188
938,3
939,60
940,191
941,69
942,37
943,14
944,105
945,22
946,98
947,50
948,192
949,192
950,146
951,187
952,20
953,14
954,16
955,128
956,97
957,139
958,0
959,65
960,97
961,146
962,21
963,113
964,170
965,141
966,169
967,25
968,166
969,142
970,1
971,31
972,92
973,88
974,16
975,115
976,36
977,39
978,45
979,116
980,193
981,110
982,86
983,57
984,122
985,95
986,20
987,71
988,35
989,183
990,5
991,124
992,9
993,159
994,5
995,152
996,126
997,67
998,159
999,122
